filename,rate_hz,mean,std,nonzero,elapsed_sec
present_00035.npy,174.8058,24.070984,16.348795,2600,0.288
present_00036.npy,173.2542,24.179014,17.233496,2599,0.286
present_00037.npy,178.1812,26.660839,18.811897,2597,0.283
present_00038.npy,180.2281,25.326824,17.614555,2598,0.283
present_00039.npy,180.3588,21.576338,15.452459,2598,0.283
present_00040.npy,173.9957,25.673529,17.766233,2599,0.279
present_00041.npy,178.5826,24.854734,17.134188,2600,0.287
present_00042.npy,181.0465,23.388931,15.771902,2600,0.266
present_00043.npy,185.4792,23.152500,15.425962,2600,0.277
present_00044.npy,171.8653,24.868401,16.827623,2600,0.287
present_00045.npy,177.8480,24.174009,16.589767,2598,0.278
present_00046.npy,184.6335,24.747419,16.610300,2600,0.283
present_00047.npy,177.2691,24.716206,16.779827,2600,0.282
present_00048.npy,174.0311,23.276264,15.729752,2600,0.280
present_00049.npy,174.8588,24.904835,17.677580,2597,0.279
present_00050.npy,180.3219,23.165930,16.913485,2600,0.282
present_00051.npy,178.0132,24.145544,16.969576,2600,0.286
present_00052.npy,177.8332,22.533741,16.343451,2597,0.283
present_00053.npy,178.9105,24.569553,16.535727,2600,0.287
present_00054.npy,182.4343,23.386875,15.949842,2600,0.280
present_00055.npy,183.1975,23.435501,16.243647,2599,0.279
present_00056.npy,174.9471,21.632030,14.705828,2600,0.278
present_00057.npy,176.9237,22.082117,15.757333,2593,0.277
present_00058.npy,175.7049,21.809912,15.935963,2596,0.532
present_00059.npy,180.1909,21.678003,15.772150,2594,0.277
present_00060.npy,166.7209,24.658325,17.826397,2599,0.288
present_00061.npy,177.8206,20.526255,14.707585,2600,0.280
present_00062.npy,174.9832,21.604107,15.043430,2599,0.288
present_00063.npy,183.3182,21.868286,15.439832,2596,0.399
present_00064.npy,183.2035,23.022768,16.456921,2597,0.282
present_00065.npy,181.9552,18.640965,13.680521,2589,0.276
present_00066.npy,177.3990,19.691683,14.458371,2591,0.273
present_00067.npy,171.0515,23.533848,17.002636,2596,0.286
present_00068.npy,175.7425,21.415478,15.246796,2598,0.276
present_00069.npy,178.8079,21.643862,14.927663,2600,0.282
present_00070.npy,174.3876,21.618759,15.474917,2590,0.282
present_00071.npy,169.5660,23.343447,16.781782,2591,0.287
present_00072.npy,180.2062,18.008276,13.227712,2593,0.274
present_00073.npy,187.2976,16.373985,12.125559,2600,0.277
present_00074.npy,179.9411,17.622835,12.979468,2596,0.272
present_00075.npy,196.4178,19.267828,14.161123,2591,0.272
present_00076.npy,192.1987,22.327541,15.977677,2593,0.248
present_00077.npy,183.0314,25.629019,18.075640,2598,0.281
present_00078.npy,179.4742,23.628830,17.030411,2599,0.283
present_00079.npy,174.6546,22.897642,15.303132,2600,0.281
present_00080.npy,178.5862,23.184568,15.379022,2600,0.278
present_00081.npy,172.3804,22.643017,16.525532,2592,0.280
present_00082.npy,179.3641,22.801462,16.648157,2589,0.281
present_00083.npy,178.4248,21.884493,16.132088,2590,0.278
present_00084.npy,182.1557,23.191563,16.989756,2594,0.283
present_00085.npy,175.4550,24.687546,16.312210,2600,0.281
present_00086.npy,168.9793,22.727934,15.222405,2600,0.404
present_00087.npy,174.7226,26.844389,17.636532,2600,0.283
present_00088.npy,177.0788,25.975620,17.891056,2600,0.285
present_00089.npy,173.0610,24.309111,16.774353,2599,0.288
present_00090.npy,176.0070,23.607466,15.924962,2600,0.287
present_00091.npy,175.5682,23.717537,16.249846,2600,0.283
present_00092.npy,179.3724,22.631447,17.017836,2596,0.281
present_00093.npy,172.0724,19.037201,14.239053,2593,0.286
present_00094.npy,183.9931,19.362839,14.586750,2593,0.255
present_00095.npy,173.1474,23.761047,17.505432,2597,0.279
present_00096.npy,169.6921,25.692499,17.155167,2600,0.285
present_00097.npy,177.6057,22.943932,15.846827,2599,0.283
present_00098.npy,175.2868,23.377670,16.512224,2592,0.277
present_00099.npy,172.0683,24.160433,17.109898,2600,0.327
