filename,rate_hz,shape,timestamp
present_00041.npy,173.03,"(50, 64)",1788680913.0210338
present_00042.npy,197.58,"(50, 64)",1788680913.2993534
present_00043.npy,169.46,"(50, 64)",1788680913.583874
present_00044.npy,170.89,"(50, 64)",1788680913.8673441
present_00045.npy,168.80,"(50, 64)",1788680914.1419756
present_00046.npy,170.83,"(50, 64)",1788680914.4231887
present_00047.npy,176.03,"(50, 64)",1788680914.6983109
present_00048.npy,173.85,"(50, 64)",1788680914.9737182
present_00049.npy,196.20,"(50, 64)",1788680915.2510865
present_00050.npy,175.53,"(50, 64)",1788680915.5332716
present_00051.npy,177.72,"(50, 64)",1788680915.811084
present_00052.npy,175.68,"(50, 64)",1788680916.0902016
present_00053.npy,190.78,"(50, 64)",1788680916.3704302
present_00054.npy,176.13,"(50, 64)",1788680916.6453388
present_00055.npy,172.83,"(50, 64)",1788680916.92019
present_00056.npy,172.94,"(50, 64)",1788680917.2007551
present_00057.npy,177.41,"(50, 64)",1788680917.4746184
present_00058.npy,171.52,"(50, 64)",1788680917.7497513
present_00059.npy,181.58,"(50, 64)",1788680918.0203543
present_00060.npy,166.74,"(50, 64)",1788680918.3405893
present_00061.npy,178.10,"(50, 64)",1788680918.6072905
present_00062.npy,180.82,"(50, 64)",1788680918.8809104
present_00063.npy,176.02,"(50, 64)",1788680919.156176
present_00064.npy,175.84,"(50, 64)",1788680919.433154
present_00065.npy,176.36,"(50, 64)",1788680919.7042398
present_00066.npy,172.20,"(50, 64)",1788680919.9824734
present_00067.npy,169.03,"(50, 64)",1788680920.2719114
present_00068.npy,181.84,"(50, 64)",1788680920.5464098
present_00069.npy,174.52,"(50, 64)",1788680920.82139
present_00070.npy,173.02,"(50, 64)",1788680921.0958436
present_00071.npy,176.53,"(50, 64)",1788680921.3634417
present_00072.npy,173.51,"(50, 64)",1788680921.6383617
present_00073.npy,171.67,"(50, 64)",1788680921.9307294
present_00074.npy,170.32,"(50, 64)",1788680922.2186053
present_00075.npy,178.34,"(50, 64)",1788680922.4936132
present_00076.npy,172.61,"(50, 64)",1788680922.7728384
present_00077.npy,175.16,"(50, 64)",1788680923.0434377
present_00078.npy,166.71,"(50, 64)",1788680923.3364675
present_00079.npy,172.57,"(50, 64)",1788680923.616484
present_00080.npy,194.53,"(50, 64)",1788680923.8751307
present_00081.npy,167.11,"(50, 64)",1788680924.185205
present_00082.npy,225.22,"(50, 64)",1788680924.4246063
present_00083.npy,219.53,"(50, 64)",1788680924.670914
present_00084.npy,178.49,"(50, 64)",1788680924.9411044
present_00085.npy,176.62,"(50, 64)",1788680925.2165716
present_00086.npy,175.85,"(50, 64)",1788680925.4910061
present_00087.npy,174.95,"(50, 64)",1788680925.7746155
present_00088.npy,174.48,"(50, 64)",1788680926.0468931
present_00089.npy,172.52,"(50, 64)",1788680926.3208637
present_00090.npy,174.56,"(50, 64)",1788680926.5976462
present_00091.npy,174.02,"(50, 64)",1788680926.8705525
present_00092.npy,178.85,"(50, 64)",1788680930.0665123
present_00093.npy,176.71,"(50, 64)",1788680930.3409278
present_00094.npy,171.61,"(50, 64)",1788680930.6528285
present_00095.npy,174.82,"(50, 64)",1788680930.9278944
present_00096.npy,178.65,"(50, 64)",1788680931.194395
present_00097.npy,179.99,"(50, 64)",1788680931.4593759
present_00098.npy,181.18,"(50, 64)",1788680931.7272105
present_00099.npy,179.15,"(50, 64)",1788680931.995324
present_00000.npy,147.55,"(50, 64)",1788703824.1401646
present_00001.npy,152.26,"(50, 64)",1788703824.4609065
present_00002.npy,154.38,"(50, 64)",1788703824.7704244
present_00003.npy,158.95,"(50, 64)",1788703825.103979
present_00004.npy,154.92,"(50, 64)",1788703825.4401193
present_00005.npy,184.49,"(50, 64)",1788703825.719956
present_00006.npy,150.60,"(50, 64)",1788703826.0504336
present_00007.npy,152.31,"(50, 64)",1788703826.380653
present_00008.npy,155.42,"(50, 64)",1788703826.7149513
present_00009.npy,148.58,"(50, 64)",1788703827.0507379
present_00010.npy,155.94,"(50, 64)",1788703827.3834143
present_00011.npy,151.46,"(50, 64)",1788703827.7196326
present_00012.npy,155.90,"(50, 64)",1788703828.0447357
present_00013.npy,172.46,"(50, 64)",1788703828.3553722
present_00014.npy,186.39,"(50, 64)",1788703828.654748
present_00015.npy,143.92,"(50, 64)",1788703829.021488
present_00016.npy,169.53,"(50, 64)",1788703829.3311198
present_00017.npy,176.22,"(50, 64)",1788703829.6645665
present_00018.npy,154.67,"(50, 64)",1788703830.0003035
present_00019.npy,150.62,"(50, 64)",1788703830.3337116
present_00020.npy,171.89,"(50, 64)",1788703830.6536963
present_00021.npy,149.74,"(50, 64)",1788703830.986542
present_00022.npy,167.10,"(50, 64)",1788703831.28987
present_00023.npy,155.65,"(50, 64)",1788703831.6745653
present_00024.npy,159.22,"(50, 64)",1788703832.0647175
present_00025.npy,149.96,"(50, 64)",1788703832.399843
present_00026.npy,153.55,"(50, 64)",1788703832.7250824
present_00027.npy,157.70,"(50, 64)",1788703833.063192
present_00028.npy,157.39,"(50, 64)",1788703833.4222968
present_00029.npy,175.64,"(50, 64)",1788703833.7317646
present_00030.npy,162.61,"(50, 64)",1788703834.0615594
present_00031.npy,147.32,"(50, 64)",1788703834.3942082
present_00032.npy,166.24,"(50, 64)",1788703834.724355
present_00033.npy,138.80,"(50, 64)",1788703835.0787892
present_00034.npy,151.31,"(50, 64)",1788703835.4106996
present_00035.npy,151.89,"(50, 64)",1788703835.7436469
present_00036.npy,150.60,"(50, 64)",1788703836.0797248
present_00037.npy,152.61,"(50, 64)",1788703836.4105716
present_00038.npy,150.47,"(50, 64)",1788703836.7502427
present_00039.npy,147.88,"(50, 64)",1788703837.0905101
present_00040.npy,147.94,"(50, 64)",1788703837.4303405
present_00041.npy,157.39,"(50, 64)",1788703837.7639208
present_00042.npy,156.34,"(50, 64)",1788703838.099988
present_00043.npy,156.76,"(50, 64)",1788703838.430653
present_00044.npy,185.66,"(50, 64)",1788703838.7622108
present_00045.npy,164.71,"(50, 64)",1788703839.0900152
present_00046.npy,148.47,"(50, 64)",1788703839.4398623
present_00047.npy,201.11,"(50, 64)",1788703839.7496507
present_00048.npy,161.53,"(50, 64)",1788703840.0806704
present_00049.npy,166.41,"(50, 64)",1788703840.4150302
present_00050.npy,162.16,"(50, 64)",1788703840.7496657
present_00051.npy,151.19,"(50, 64)",1788703841.0836604
present_00052.npy,142.86,"(50, 64)",1788703841.419783
present_00053.npy,153.09,"(50, 64)",1788703841.750652
present_00054.npy,157.47,"(50, 64)",1788703842.0846891
present_00055.npy,148.24,"(50, 64)",1788703842.4207582
present_00056.npy,154.73,"(50, 64)",1788703842.7597954
present_00057.npy,162.86,"(50, 64)",1788703843.080019
present_00058.npy,158.61,"(50, 64)",1788703843.4137242
present_00059.npy,146.67,"(50, 64)",1788703843.7506084
present_00060.npy,156.42,"(50, 64)",1788703844.0845559
present_00061.npy,154.46,"(50, 64)",1788703844.4198477
present_00062.npy,159.90,"(50, 64)",1788703844.7501192
present_00063.npy,170.36,"(50, 64)",1788703845.0841331
present_00064.npy,150.61,"(50, 64)",1788703845.4206102
present_00065.npy,148.09,"(50, 64)",1788703845.7510521
present_00066.npy,158.00,"(50, 64)",1788703846.0911396
present_00067.npy,158.88,"(50, 64)",1788703846.4209592
present_00068.npy,156.70,"(50, 64)",1788703846.760608
present_00069.npy,155.89,"(50, 64)",1788703847.091008
present_00070.npy,151.18,"(50, 64)",1788703847.4298868
present_00071.npy,154.92,"(50, 64)",1788703847.7640245
present_00072.npy,151.83,"(50, 64)",1788703848.1008654
present_00073.npy,174.33,"(50, 64)",1788703848.4116697
present_00074.npy,144.28,"(50, 64)",1788703848.745912
present_00075.npy,154.94,"(50, 64)",1788703849.0775807
present_00076.npy,266.14,"(50, 64)",1788703849.3364651
present_00077.npy,154.17,"(50, 64)",1788703849.6840878
present_00078.npy,153.58,"(50, 64)",1788703850.0105133
present_00079.npy,162.32,"(50, 64)",1788703850.3437693
present_00080.npy,156.66,"(50, 64)",1788703850.6803281
present_00081.npy,155.37,"(50, 64)",1788703851.011651
present_00082.npy,147.14,"(50, 64)",1788703851.3609056
present_00083.npy,152.04,"(50, 64)",1788703851.6963093
present_00084.npy,156.22,"(50, 64)",1788703852.0305874
present_00085.npy,157.38,"(50, 64)",1788703852.3609211
present_00086.npy,144.27,"(50, 64)",1788703852.7325249
present_00087.npy,151.99,"(50, 64)",1788703853.0609756
present_00088.npy,151.71,"(50, 64)",1788703853.3950493
present_00089.npy,168.17,"(50, 64)",1788703853.731615
present_00090.npy,161.06,"(50, 64)",1788703854.0617983
present_00091.npy,172.16,"(50, 64)",1788703854.3979795
present_00092.npy,162.46,"(50, 64)",1788703854.7300634
present_00093.npy,157.17,"(50, 64)",1788703855.0604908
present_00094.npy,162.74,"(50, 64)",1788703855.3947983
present_00095.npy,154.84,"(50, 64)",1788703855.7293742
present_00096.npy,149.56,"(50, 64)",1788703856.061181
present_00097.npy,161.85,"(50, 64)",1788703856.3891947
present_00098.npy,153.61,"(50, 64)",1788703856.7148466
present_00099.npy,154.97,"(50, 64)",1788703857.0495973
